"","title_kr","title_en","content","time","director","country","year"
"4486","연산군","Yeonsangun","‘사극의 거장’으로서 신상옥의 역량을 보여 준 최초의 작품이다. 박종화의 소설(1938)을 모태로, 폭군 연산의 야만적 풍경 뒤에 감추어진 어머니를 향한 그리움을 그리고 있다. 연산군은 15세기 말 조선왕조의 왕으로 즉위하지만 폭정을 펼치다 폐위당하여 비극적으로 생을 마감한 불운한 인물이다. 명군으로 이름난 아버지의 대를 이은 그는 중신들과 왕비들의 위세에 눌려 술과 여자에 탐닉한다. 그러던...","140min","
				신상옥","Korea","2001"
"4487","연인들","The Lovers","일에만 빠져 있는 
부유한 신문사 사장인 남편 앙리에게 싫증이 난 중년의 잔 투르니에는 자주 
파리에 가서 여러 사교계의 사람들을 만나 즐기며 쾌락을 찾는다. 그녀는 또한 
잘생기고 폴로를 즐기는 라울과 비밀스러운 관계를 맺고 있다. 그러한 그녀에 
대해 남편은 자꾸 의심의 눈초리를 보낸다. 
어느 날, 파리에서 집으로 돌아오던 
중 고속도로에서 차 사고가 나 쩔쩔매고 있는 그녀를...","93min","
				루이 말","France","2001"
"4488","오르골","A Music Box","한 여자가 동맥을 끊어 
자살을 기도하지만 거울 속에 비친 자신의 모습에 순간 멈칫한다. 그녀는 거울을 
깨고 그 안으로 들어간다. 거기서 그녀는 어린 시절의 모습과 이제 막 자살을 
감행하려는 또 다른 자신의 모습을 발견한다. 초현실주의 영화를 연상케 하는 
실험적인 장면 연출이 돋보이는 이 영화는 삶과 죽음의 경계, 그것의 여정을 
형상화하고 있다. (김성욱)","9min","
				김은경","Korea","2001"
"4489","오프사이드 반칙","Offside","아마추어 축구팀인 에스나프 스포의 
골키퍼인 수아트는 연습이 없을 때는 아버지의 가게에서 일을 돕는다. 30대를 
코앞에 둔 수아트는 이웃의 아름다운 누르텐을 사랑하지만, 그녀는 어린 
무스타파를 통해 보낸 수많은 비밀 연애 편지에 답장 한 번 해준 적이 없다. 온 
동네 사람들의 최대 관심사는 에스타프 스포팀이 지역 리그에서 우승해 프로 
클럽이 될 수 있는 기회를 얻는 것이다. ...","120min","
				세다르 아카르","Turkey","2001"
"4490","온묘지","The Yin-Yang Master","‘헤이안 시대’ 
수도 쿄토는, ‘헤안쿄’라는 귀족 사회에 의해 형성되고 지배받는 도시였다. 이 
시대의 정치적 권력을 거머쥔 귀족들에겐 풍수지리설과 음양역학에 주술 등을 
접목시킨 ‘온묘도’가 유행하고 있었으며, 이들 뒤에는 언제나 ‘온묘지’란 
주술사들이 존재하고 있었다. 의식이나 작법을 본분으로 하는 그들은, 모든 
재앙은 신이나 도깨비, 유령 등이 관할하는 것으로 받아들였으며...","116min","
				다키타 요지로","Japan","2001"
"4491","와이키키 브라더스","Waikiki Brothers","‘와이키키 
브라더스’는 주인공 성우가 이끄는 4인조 밴드의 이름이다. 이들은 한때 
서울에서 잘 나가는 밴드였다. 그러나 경기 불황으로 일자리를 잃고 떠돌다 한 
멤버가 빠지고 세 명만 남게 된다. 떠돌이 밴드는 마침내 고향 수안보에 
돌아온다. 그러나 그 곳은 더 이상 비틀즈같이 되겠다는 꿈을 가지고 활동하던 
낙원이 아니다. 옛 스승은 알코올 중독자로 변해 버렸고, 첫사랑의 여...","105min","
				임순례","Korea","2001"
"4492","욕조에 빠져 익사하다","A Drowning Man","“우리가 만약 죽은 뒤에도 꿈을 
꿀 수 있다면 죽음이 그렇게 나쁜 것은 아니다. 그 꿈이 지겨워도 상관은 없다” 
라는 구미코의 내레이션으로 시작하는 이 영화는 일상 속에 갇혀 버린 사랑, 
결혼생활의 문제를 죽음이라는 초현실적 기제를 통해서 탐구한다. 이 영화는 
결혼생활에서의 남편과 아내의 관계를 두 가지 다른 방식으로 묘사한다. 남편의 
공간은 보통 여자의 공간이라고 명명되는...","82min","
				이치오 나오키","Japan","2001"
"4493","우양의 간계","The Art of Woo","알리사 우는 자신의 분수에 맞지 않는 생활을 하는 매력적인 여성이다. 
‘재정적으로 부족하다’고 판단해 퇴짜놓은 많은 추종자들에 둘러싸여 있는 
알리사는 백만장자와 결혼하기 위해 부유한 아시아 상속녀로 행세한다. 그러나 
치열한 삶을 살고 있는 화가 벤이 그녀의 옆방으로 이사오면서 둘은 욕실을 
공유하게 되고 서로에게 끌리기 시작한다. 그러나 마침내 제 짝을 찾았다고 
느끼던 그녀에...","95min","
				헬렌 리","Canada","2001"
"4494","우울한 청춘","Blue Spring","청춘영화에서 ‘반항’은 빼놓을 수 없는 주제이다. 특히나 학교를 배경으로 하는 청춘영화는 대부분 억압적 교육환경과 고지식한 기성세대에 관한 ‘반항’을 중요하게 다룬다. 토요다 토시야키의  역시 그러한 청춘영화의 틀을 크게 벗어나지는 않지만, '반항'보다는 '우정'을 더 중요한 메시지로 제시하고 있다. 
도쿄의 어느 고등학교. 이제 3학년이 된 쿠조는 학교전체 짱이 된다. 그리...","83min","
				토요다 토시아키","Japan","2001"
"4495","워터 보이즈","Waterboys",", 로 한국에 잘 알려진 야구치 
시노부의 신작. 금남의 영역으로 알려진 싱크로나이즈드 수영에 도전하는 남자 
고등학생들을 다룬 경쾌한 오락영화다. 십여 년 전부터 공연해 온 남자 수영팀의 
실화에 기초한 이 작품의 주인공은 평범한 다섯 명의 고등학생이다. 그들은 예쁜 
여선생이 있다는 이유만으로 수영부에 들어 우연히 싱크로나이즈드 수영을 
선택한...","91min","
				야구치 시노부","Japan","2001"
"4496","원숭이","The Chimp","어린 시절을 다룬 1993년의 , 그리고 사춘기를 다룬 1998년의 의 연장선상에 있는 이 작품은 악탄 압티칼리코프의 성장영화 3부작의 완결편이다. 키르지스탄의 황폐한 땅, 한 희망 없는 작은 마을에 사는 주전자같이 생긴 귀 때문에 원숭이라는 별명을 가진 주인공은 17살의 청년으로 군입대를 기다리고 있다. 순진하기만 한 그의 청소년 시절은 아버지가 알코올에 중독되고, 이에 절망...","90min","
				악탄 압디칼리코프","Kirghizistan","2001"
"4497","위도 0도","Latitude Zero","임신 
8개월인 레나는 아기의 아버지에게 버림받았다. 그녀는 차량이 드문 고속 도로변 
황량한 외딴 시골 마을에서 간단한 음식과 술을 파는 작은 잡화상을 운영하며 
살고 있다. 비엘라는 실패를 경험하고 방탕한 생활을 했던 상파울로에서 멀리 
벗어나 새로운 출발을 하기 위해 이 곳으로 찾아온다. 당장 묵을 장소를 찾던 
그는 레나의 가게에 오게 되고 그는 이 곳에서 새로운 삶을 시작하...","85min","
				토니 벤투리","Brazil","2001"
"4498","유랑","Yu-Rang","열네 살 때 바다를 건너 뉴욕의 타임스 스퀘어에 도착한 한국 소년이 이제 10년이 지나 같은 길을 걷는다. 그는 문화적인 차이 때문에 자신이 겪었던 수모와 변해 버린 이름에 관한 에피소드를 들려 준다. 문화적인 정체성에 대해 고민하는 주인공의 모습은 감독 자신의 자화상이다. 무성영화 스타일, 상징적인 화면이 이채로운 영화. (김성욱)","27min","
				강수철","Korea","2001"
"4499","유혹게임","Totally Flaky","파리에서 사기행각을 벌이는 알렉스는 두 명의 여자와 생각지도 않은 
만남을 갖는다. 그와 전혀 다른 세계에 살고 있는 프레드와 다정하지만 외로움에 
싸인 실비아. 그는 프레드를 보자마자 첫눈에 사랑에 빠진다. 알렉스를 시험하기 
위해, 프레드는 유혹의 게임을 고안해 낸다. 프랑스의 유명한 극작가인 마리보의 
작품 속 인물들처럼 프레드는 사랑의 과정에 있어 필요한 유쾌한 방해물들을 
...","97min","
				자끄 드와이용","France","2001"
"4500","이동 영화관","A Vanishing Trade","은 외딴 유목인 마을을 돌아다니며 
영화를 보여 주는 이동 영사기사 카르쿠에를 포착한다. 거의 사라져 가는 이동 
영화관의 전통을 계속해서 지켜 가고 있는 그는 말을 탄 채 두 마리 낙타와 함께 
고비사막을 지나 그의 영화를 애타게 기다리는 고비의 어린이들을 찾는다. 몽골 
이동 영화관의 전통을 기록한 인상적인 다큐멘터리.","23min","
				둘람수렌 첸도르지,투멘뎀베럴 사란투야","Mongolia","2001"
"4501","이든","Eden","사만다와 남편 도브는 정치적 확신과 이상주의를 안고 
1940년대 팔레스타인으로 이주한 미국의 시온주의자들이다. 공산주의자이며 
건축가인 도브는 새로운 조국을 위한 건설 현장에서 대부분의 시간을 보내면서 
아내를 홀로 내버려 둔다. 독일계 유태인이며 서점을 운영하고 있는 칼코프스키는 
유럽에 가족을 남겨 둔 채 팔레스타인에 왔고 그들과 소식이 두절된 상태다. 그는 
유태인과 아랍인이...","91min","
				아모스 기타이","France/Italy/Israel","2001"
"4502","이방인과 원주민","Stranger and Native","신성한 숲에 이방인이 침입한다. 총소리만 들려오는 이방인의 흔적을 
찾아 도끼를 든 원주민은 온 숲을 헤맨다. 이방인을 찾았다고 생각한 원주민은 
도끼를 날리는데… 안개 가득한 숲 풍경과 검은 망토를 입고 숲을 달리는 
원주민의 모습이 그림과도 같은 영화.","13min","
				알리 모함마드 가세미","Iran","2001"
"4503","이조여인잔혹사","Women of Yi-Dynasty","4개의 에피소드로 구성된 
옴니버스 영화. 아쉽게도 두번째 에피소드가 소실되어 나머지만 남아 있지만, 세 
개의 에피소드만으로도 작품의 영화적/사회적 가치는 충분히 증명된다. 제1화 
여필종부(女必從夫): 죽은 남편과 결혼하여 수절하다 탈출을 기도한 여인이 
아버지에게 살해되어 남편을 따라 죽은 열녀로 위장된다. 제3화 
칠거지악(七去之惡): 결혼한 지 10년 동안 아이를 낳지 못한...","87min","
				신상옥","Korea","2001"
"4504","인티머시","Intimacy","는 많은 영화의 주인공들이 마지막으로 사용하는 
장소인 침대 안 또는 더 정확하게 말하면 마룻바닥 위에서부터 시작한다. 그 곳이 
바로 제이와 클레어의 수요일 약속이 행해지는 장소이기 때문이다. 그들은 섹스를 
하기 위해 만났지만 두 사람 다 약속이라도 한 듯이 암묵적으로 서로에 대해 
알려고 하지 않는다. 그러나 제이가 상대방의 정체에 대해 알고 싶다는 생각을 
하게 되...","119min","
				파트리스 셰로","France","2001"
"4505","일렉트릭 드라곤 80000V","Electric Dragon 80000V","55분간의 흑백 화면 속에 표현된 
메탈릭한 미적 영상과 디지털 5.1CH로 재현한 스피드 넘치는 록 사운드의 질주는, 
마치 영화적 장르와 범주를 초월하고 파괴해 온 이시이 소고적 사이버 엑사이팅 
베틀 무비라 칭할 수 있을 만하다. 어린 시절의 감전 사고로 인해, 전기와 
감응하며 파충류와 교감하는 마음을 지닌 남자. 그리고 전기 수리를 해 가며 
괴전파를 알아차리는 수수께끼의 ...","55min","
				이시이 소고","Japan","2001"
"4506","작별","Farewell","겨울이 시작될 무렵 혜진은 동물원에서 자원봉사를 
하며 야생동물들이 처한 비참한 현실에 조금씩 눈을 뜨기 시작한다. 수의사이자 
야생동물 구조원인 영준은 멸종 위기에 처한 야생동물을 구조하기 위해 산과 들, 
강으로 돌아다니며 동물들의 흔적을 찾아다닌다. 하지만 한국에서 야생동물의 
서식지는 각종 위험에 노출되어 있고, 동물원은 전시와 사육 이상의 종 보전 
활동을 하기에는 너무나 ...","84min","
				황윤","Korea","2001"
"4507","잔다라","Jan Dara","타이영화의 모더니스트 논지 니미부트르가 이번에는 ‘성’을 주제로 다룬 영화로 다시 돌아왔다. 성장영화의 형식을 띤 는 인간의 양면적 본성을 ‘성’을 매개로 과감하게 표현해 내고 있다. 1940년대 방콕, 잔다라는 아버지(실제 아버지는 아닌)로부터 늘 미움을 받으며 자랐다. 어머니가 잔다라를 낳다가 죽었기 때문이었다. 그런 잔다라를 따뜻하게 지켜봐 주는 이는 아버지와 결혼한 이모였다....","120min","
				논지 니미부트르","Thailand","2001"
